1,2,3
-0.00191238,-0.001602496,-0.001463699
-0.002097316,-0.001792955,-0.001667017
-0.002143303,-0.001843626,-0.001733515
-0.00201901,-0.001726227,-0.001629636
-0.001996374,-0.001708057,-0.001619495
-0.002206542,-0.001920459,-0.001833909
-0.002572085,-0.002293412,-0.002204697
-0.002667846,-0.002412897,-0.002319576
-0.002491586,-0.002269321,-0.002172767
-0.002307749,-0.002105929,-0.002007988
-0.002042718,-0.001846867,-0.001739399
-0.001920525,-0.001716584,-0.001587576
-0.002234583,-0.001995545,-0.001850027
-0.002829672,-0.002548035,-0.002414844
-0.002959248,-0.002673115,-0.002581424
-0.002973128,-0.002717741,-0.002670462
-0.003082636,-0.002862537,-0.002837494
-0.002973542,-0.002788457,-0.002758939
-0.00281236,-0.002652785,-0.00260771
-0.002696214,-0.002545714,-0.002491639
-0.002722034,-0.002567907,-0.002516912
-0.002722243,-0.002564356,-0.002522768
-0.002669994,-0.002517233,-0.002483425
-0.002570824,-0.002430267,-0.002398064
-0.002588838,-0.002459859,-0.002422125
-0.002634477,-0.002512853,-0.002465167
-0.002664877,-0.002547083,-0.002489584
-0.002657933,-0.002543911,-0.00248041
-0.002617254,-0.002509412,-0.002445366
-0.002547763,-0.002447501,-0.00238687
-0.002481461,-0.002387561,-0.00233134
-0.002464442,-0.002373396,-0.00232135
-0.002493159,-0.002401448,-0.00235391
-0.002518846,-0.002424283,-0.002381893
-0.002509685,-0.002412311,-0.002374667
-0.002450551,-0.002353085,-0.002317878
-0.002384889,-0.002291627,-0.002254647
-0.002333693,-0.002249153,-0.002205272
-0.002301073,-0.002227982,-0.00217354
-0.002273432,-0.002210578,-0.002146093
-0.002249006,-0.00219146,-0.002121656
-0.002213018,-0.002156538,-0.00208613
-0.002156406,-0.00210039,-0.002029729
-0.002117818,-0.0020638,-0.001989708
-0.002097569,-0.002044538,-0.001964973
-0.002092256,-0.002036492,-0.00195282
-0.002003815,-0.001941854,-0.001856804
-0.001998759,-0.001929104,-0.001842466
-0.001997536,-0.001921919,-0.001831374
-0.001949715,-0.001873639,-0.001777253
-0.001678928,-0.001604712,-0.001499085
-0.001441614,-0.001360626,-0.001239821
-0.00145418,-0.00133735,-0.00120442
-0.001944143,-0.001759786,-0.001638208
-0.002206506,-0.001967306,-0.001884396
-0.002101817,-0.00186338,-0.001818386
-0.002168797,-0.001954815,-0.001924227
-0.002028709,-0.001844915,-0.001800578
-0.001828141,-0.00166938,-0.001596471
-0.001927897,-0.001770285,-0.001680767
-0.002211681,-0.002037046,-0.001959387
-0.002022247,-0.001840634,-0.001786711
-0.001726899,-0.001546228,-0.00150254
-0.001734645,-0.001544124,-0.001492776
-0.001764714,-0.001567874,-0.001500399
-0.001748919,-0.001555608,-0.001473346
-0.001171309,-0.000995096,-0.000897431
-0.000569376,-0.000428405,-0.000304141
0.000185231,0.000286701,0.00045231
0.000211859,0.000293199,0.000491005
-0.001802035,-0.001629012,-0.001463883
-0.002551011,-0.002219767,-0.002149813
-0.001676999,-0.001354303,-0.001334223
-0.00149312,-0.001202433,-0.0011831
-0.002167628,-0.001896984,-0.001858113
-0.001830047,-0.001603011,-0.001535316
-0.001312206,-0.001128128,-0.001036771
-0.001138856,-0.000970742,-0.000870444
-0.001032993,-0.000861943,-0.000763895
-0.001107124,-0.000947348,-0.000851539
-0.00089849,-0.000758048,-0.000659512
-0.000509505,-0.000379227,-0.000271603
-0.000222875,-8.51E-05,3.20E-05
-0.000269843,-0.00012607,-8.38E-06
-0.000417687,-0.000284353,-0.000182771
-0.000520128,-0.000403993,-0.000331981
-0.000326521,-0.000213907,-0.00016639
-0.000196123,-5.82E-05,-1.50E-05
-0.000457868,-0.00024801,-0.000196923
-0.001345948,-0.001022252,-0.000968623
-0.001668956,-0.001271797,-0.001218108
-0.001267818,-0.000910188,-0.00084869
-0.001463627,-0.001160697,-0.001099989
-0.001705474,-0.001438357,-0.001382474
-0.001471927,-0.001251469,-0.001189353
-0.00126459,-0.001084606,-0.001013799
-0.001480997,-0.001321638,-0.001257251
-0.001271785,-0.001129813,-0.001082757
-0.00098371,-0.000859526,-0.000821772
-0.001002377,-0.00087554,-0.000834713
-0.000983768,-0.000851512,-0.000803191
-0.000956547,-0.000833577,-0.000783591
-0.000927075,-0.000828612,-0.000786219
-0.000869829,-0.000799772,-0.000770371
-0.000774513,-0.000721821,-0.00070411
-0.000636143,-0.000576202,-0.000563547
-0.000668394,-0.00058088,-0.000565055
-0.00087294,-0.000752493,-0.000733185
-0.001256142,-0.001121147,-0.001111246
-0.001205277,-0.00109375,-0.001102577
-0.00111711,-0.001039314,-0.001061053
-0.001501811,-0.001424917,-0.001451419
-0.001735671,-0.001655097,-0.001683165
-0.001599465,-0.001538609,-0.001569459
-0.00104322,-0.001021604,-0.001050818
-0.000652821,-0.000658231,-0.000675389
-0.00062863,-0.000639551,-0.000637559
-0.000768856,-0.00078834,-0.000769633
-0.00081126,-0.000850538,-0.000826594
-0.000753775,-0.000823793,-0.000805965
-0.000388436,-0.000484228,-0.000476867
-0.000269165,-0.000370517,-0.000374447
-0.000696211,-0.000744165,-0.000767416
-0.001014395,-0.000988691,-0.001029436
-0.000546448,-0.000508963,-0.000535845
-0.0009088,-0.000852214,-0.000854574
-0.001908888,-0.001804519,-0.001796798
-0.001813405,-0.001709871,-0.001694084
-0.001362611,-0.00129887,-0.001272041
-0.00092064,-0.000899056,-0.00086572
-0.000787002,-0.000786509,-0.000757165
-0.000772464,-0.000770377,-0.000751535
-0.000871107,-0.000852354,-0.000842662
-0.000886076,-0.000847333,-0.00084115
-0.000924079,-0.00087405,-0.000866319
-0.000977761,-0.000922712,-0.000912209
-0.001054134,-0.000997973,-0.000984
-0.000995409,-0.000952418,-0.000934649
-0.001032445,-0.001015349,-0.001002526
-0.001210457,-0.001216496,-0.001227625
-0.001213016,-0.001233987,-0.001277893
-0.000911717,-0.000944511,-0.001004278
-0.000756185,-0.000791934,-0.000842957
-0.000716896,-0.000746734,-0.000776448
-0.000650934,-0.000672189,-0.000680606
-0.000604373,-0.000615754,-0.000608587
-0.000529241,-0.000529208,-0.000513817
-0.000524726,-0.000514334,-0.000497545
-0.000457453,-0.000445068,-0.000430116
-0.000287196,-0.000281603,-0.000264875
-4.75E-05,-5.19E-05,-2.74E-05
7.42E-05,5.93E-05,8.99E-05
0.000107156,7.60E-05,0.000101618
0.000158303,0.000104264,0.000113845
0.000356686,0.000281495,0.000276899
0.000595676,0.000513107,0.000505992
0.000559125,0.000491191,0.000486398
0.000427333,0.000379903,0.000371033
0.000568376,0.000525948,0.000511099
0.000755573,0.000718999,0.000705479
0.000721716,0.000713388,0.000708188
0.00089003,0.000906239,0.000914653
0.001165407,0.001182421,0.001207179
0.001396738,0.001400319,0.001438022
0.001374801,0.00137271,0.001412662
0.001369129,0.001376283,0.001406917
0.001523886,0.001543191,0.001564443
0.001698896,0.001729303,0.001750596
0.001852512,0.001886222,0.001914023
0.002169221,0.002187698,0.002221144
0.002533604,0.002514754,0.0025487
0.002697592,0.002636715,0.002661191
0.002412752,0.002321458,0.002319977
0.002430643,0.002319278,0.00228374
0.002640019,0.002522242,0.00246875
0.002163908,0.00209165,0.002039583
0.001789546,0.001768706,0.001733353
0.001914697,0.001912126,0.001902546
0.002187817,0.002185055,0.002198892
0.002286393,0.002280296,0.00230767
0.002266365,0.00225742,0.00228698
0.002148198,0.002134528,0.002155736
0.002050424,0.002033307,0.002038718
0.002134416,0.002118107,0.002110493
0.002194218,0.002188307,0.002179973
0.002252649,0.002264616,0.002265486
0.002264676,0.002294181,0.00230571
0.00226334,0.002303642,0.00232186
0.002330417,0.002374337,0.002394803
0.002502976,0.002540304,0.00256391
0.002817117,0.002829045,0.002863739
0.003027117,0.002985326,0.003038264
0.002999825,0.002888408,0.002951504
0.002677918,0.002514737,0.002563428
0.002563711,0.002398179,0.002414968
0.002476985,0.002361049,0.002352298
0.002353648,0.002303318,0.002287864
0.002437727,0.002425806,0.002417053
0.002533477,0.002531365,0.002528568
0.002523112,0.002522452,0.002515458
0.002501066,0.00250223,0.002485093
0.002592935,0.00259465,0.002573392
0.002667108,0.00266881,0.002654294
0.002688679,0.002693216,0.002689152
0.002590329,0.002599437,0.002599049
0.002528803,0.002542917,0.002533895
0.002638307,0.002656997,0.002634515
0.002912021,0.002926259,0.002901197
0.003156613,0.003148077,0.003136417
0.003183383,0.003132819,0.003137253
0.002818937,0.002723699,0.002725698
0.002423074,0.002303173,0.002280382
0.002457779,0.002341266,0.002294449
0.00251411,0.002432325,0.002380459
0.002449608,0.002414948,0.002376452
0.002394648,0.00239421,0.002378278
0.002346038,0.002362001,0.002367769
0.002312524,0.002331717,0.002353522
0.002281391,0.002296727,0.002329797
0.002242138,0.002252273,0.002293551
0.002217783,0.002227443,0.002273909
0.002231352,0.002247666,0.002296476
0.002182196,0.002205963,0.002253996
0.002085027,0.002108413,0.002150626
0.001946478,0.001960895,0.001992075
0.001908592,0.001911604,0.001931349
0.00196609,0.001964235,0.001979771
0.001978597,0.001982722,0.002003421
0.001906095,0.001918645,0.001947459
0.001792015,0.001801946,0.001832586
0.001665426,0.00165796,0.001680184
0.001639561,0.001605591,0.00161723
0.001740203,0.001679749,0.001690359
0.001802041,0.001723529,0.001741945
0.001774848,0.001686086,0.001710234
0.001722582,0.001631135,0.001652072
0.001684807,0.001605303,0.001619401
0.001650813,0.001603002,0.001616192
0.001583053,0.00157436,0.001594119
0.0016136,0.00162557,0.001654182
0.00170124,0.001704773,0.001737838
0.001770286,0.001747837,0.001775085
0.001760986,0.001715248,0.001725358
0.001793951,0.001742922,0.001733229
0.001855559,0.001820861,0.001802585
0.00186236,0.00185576,0.001845257
0.001861177,0.001876101,0.001882319
0.001879767,0.001901411,0.001921879
0.001935064,0.001955564,0.001981711
0.001986929,0.002004588,0.002030194
0.002039335,0.002049002,0.002073118
0.002092924,0.002088108,0.002111563
0.00213843,0.002122145,0.002143102
0.002129129,0.002112993,0.002125588
0.00205622,0.002046109,0.002042485
0.00201066,0.001998273,0.001974438
0.002094862,0.002066441,0.002029901
0.002268686,0.002225217,0.002193203
0.00232014,0.002281423,0.00226718
0.002276896,0.002257538,0.002261525
0.002207077,0.002202833,0.002216388
0.002214208,0.002213347,0.002228434
0.00229142,0.002288861,0.002304794
0.002361719,0.002358195,0.002378186
0.002353308,0.002344388,0.002367427
0.00229323,0.002264102,0.002282642
0.002229465,0.00216388,0.002168893
0.002251743,0.002145827,0.002134656
0.002371828,0.002242154,0.00222144
0.002430131,0.002308965,0.002289093
0.00234512,0.002258952,0.002247404
0.002225815,0.00217783,0.002176672
0.002140236,0.002116604,0.00212266
0.002100331,0.002086368,0.00209393
0.002071691,0.002060131,0.002065179
0.002056813,0.002046556,0.002049181
0.002039786,0.002032007,0.00203552
0.002025263,0.002021637,0.002030301
0.001967606,0.001968186,0.001985377
0.001925818,0.001928725,0.001955121
0.001884374,0.001887878,0.001919374
0.001885803,0.001889673,0.001918827
0.001888366,0.001893954,0.001916178
0.001884107,0.001891666,0.001909339
0.001858279,0.001866341,0.001885744
0.001848975,0.001856424,0.001881907
0.001847164,0.001852881,0.001884137
0.00183455,0.001832464,0.001864531
0.001802483,0.001778675,0.001802294
0.001799944,0.001739008,0.001743514
0.001885562,0.00178251,0.00176378
0.00203343,0.001901445,0.001868109
0.002112554,0.001979263,0.001947528
0.002059465,0.001951727,0.001933873
0.001938791,0.001867902,0.001867892
0.001828293,0.001788662,0.001805737
0.001747829,0.001726344,0.001758157
0.001691374,0.001676873,0.001719252
0.001648892,0.001636275,0.001683368
0.001621533,0.001611467,0.001657914
0.001593166,0.001589277,0.001631227
0.001565306,0.001570533,0.001604701
0.001533724,0.001547345,0.001571401
0.001510728,0.001528106,0.001543401
0.001480363,0.001495455,0.001507767
0.001460032,0.00146861,0.001484684
0.001449554,0.001451118,0.001473806
0.001436576,0.001433377,0.001459365
0.001403368,0.00139867,0.001420515
0.001363339,0.001359685,0.001371024
0.00133931,0.001336034,0.001336921
0.001340248,0.001332369,0.00133053
0.001350661,0.001333069,0.001338535
0.001338436,0.001312282,0.001328976
0.00128739,0.001259722,0.001282371
0.001208304,0.001185385,0.001204709
0.001132766,0.001116531,0.001126987
0.001082588,0.001073582,0.001076716
0.001038952,0.001038968,0.001040662
0.000972008,0.000981937,0.000987425
0.000877816,0.000894946,0.000906081
0.000792905,0.000813043,0.000828699
0.000727825,0.000748895,0.000766888
0.000678267,0.00070004,0.000719321
0.000615142,0.00063643,0.000658231
0.000548977,0.00056722,0.000594289
0.000486655,0.000500576,0.000534536
0.00043443,0.000445239,0.000483979
0.00038843,0.000398291,0.000436018
0.000354685,0.000364359,0.000394831
0.000329986,0.000337315,0.000358023
0.000306385,0.000306547,0.000320499
0.000286015,0.000275055,0.000288332
0.000275884,0.000256445,0.000272754
0.000274544,0.00025781,0.000274964
0.00026578,0.000265214,0.000277919
0.000247931,0.000268685,0.000275647
0.000236462,0.000270663,0.000277645
0.000240779,0.000273401,0.000287242
0.000252446,0.000271995,0.000292101
0.000267002,0.000271621,0.000290039
0.000290483,0.00028538,0.000296402
0.000321309,0.000312197,0.0003197
0.000340603,0.000330555,0.000343867
0.000337085,0.000328189,0.000352081
0.000322502,0.000317187,0.000348219
0.000315107,0.000314021,0.000345749
0.000316858,0.000317163,0.000346132
0.000325991,0.000324255,0.000351104
0.000338685,0.000334919,0.000362249
0.000353286,0.000350344,0.000380516
0.000356237,0.00035625,0.000389529
0.000345075,0.000348716,0.000382415
0.000327199,0.000335775,0.00036586
0.000313754,0.000328956,0.000352864
0.000301577,0.000322925,0.000339797
0.000288285,0.000313214,0.000321584
0.000278284,0.000304861,0.000302614
0.000276434,0.000303039,0.000291332
0.000276994,0.000299041,0.000284877
0.000274243,0.000285784,0.000278309
0.00026731,0.000268286,0.000272044
0.000256078,0.000254536,0.000266961
0.000232175,0.000236162,0.000251024
0.000197669,0.000207284,0.000219886
0.0001595,0.000169814,0.000179565
0.000114615,0.000123639,0.000132618
4.88E-05,5.84E-05,6.76E-05
-3.01E-05,-2.01E-05,-1.23E-05
-0.000100341,-9.33E-05,-8.87E-05
-0.000150739,-0.000149682,-0.000145159
-0.000207812,-0.000212955,-0.000200747
-0.000293768,-0.00030436,-0.000278703
-0.00040474,-0.00042033,-0.00038369
-0.000522578,-0.00054208,-0.000504032
-0.000644053,-0.000666673,-0.000637234
-0.000769009,-0.000797193,-0.000780867
-0.000897076,-0.000935913,-0.000930082
-0.001031245,-0.001083758,-0.001081101
-0.001182151,-0.00124705,-0.001240876
-0.001345347,-0.001419868,-0.001410009
-0.001504146,-0.001585883,-0.00158007
-0.001651648,-0.001736284,-0.001744039
-0.00180115,-0.001882241,-0.001906333
-0.001950757,-0.00202577,-0.002059405
-0.002079091,-0.002154069,-0.002186013
-0.002177755,-0.002262271,-0.002284598
-0.002265186,-0.002362209,-0.00237511
-0.002352953,-0.00245578,-0.002467232
-0.002427573,-0.002527662,-0.00254755
-0.002475318,-0.002571754,-0.002603282
-0.002502425,-0.002603051,-0.002638472
-0.002519017,-0.002632718,-0.00265887
-0.002525105,-0.002653328,-0.002662816
-0.002522225,-0.002657555,-0.002654557
-0.002517676,-0.002649577,-0.002645548
-0.002508371,-0.002629166,-0.002634344
-0.002480099,-0.002586023,-0.002604239
-0.002432169,-0.002521622,-0.002550018
-0.002383304,-0.002457079,-0.00248832
-0.002344875,-0.002407586,-0.002433432
-0.002309661,-0.002367891,-0.00238338
-0.002271032,-0.002328905,-0.002334596
-0.002230247,-0.002287836,-0.0022885
-0.002181713,-0.002238127,-0.002239524
-0.002114253,-0.002170882,-0.00217723
-0.002033398,-0.002093358,-0.002106299
-0.001960993,-0.002025996,-0.002044608
-0.0019049,-0.001972829,-0.001994708
-0.001850505,-0.001915648,-0.001938608
-0.001787159,-0.001843711,-0.001866192
-0.001723988,-0.001771189,-0.001791014
-0.00166996,-0.001713876,-0.001728057
-0.001620547,-0.001668967,-0.001676532
-0.001571831,-0.001626734,-0.001631659
-0.001525696,-0.001581618,-0.001591338
-0.00147751,-0.00152701,-0.001546492
-0.001417032,-0.001455894,-0.001482942
-0.001352727,-0.001379982,-0.001406195
-0.001306793,-0.001322861,-0.001338574
-0.001283329,-0.00129031,-0.001289197
-0.001261692,-0.001264097,-0.001245627
-0.001229418,-0.001232533,-0.001202303
-0.001197647,-0.001205078,-0.001172011
-0.001178655,-0.00119179,-0.001161873
-0.001171488,-0.001189928,-0.001161353
-0.00117394,-0.001194869,-0.001160871
-0.001190145,-0.001208356,-0.001165563
-0.001216113,-0.001226991,-0.001179565
-0.00123899,-0.001241885,-0.00119682
-0.001254228,-0.001251701,-0.001212365
-0.001269048,-0.001263118,-0.001229618
-0.00128332,-0.00127441,-0.001248147
-0.001288553,-0.001278339,-0.001262286
-0.001289453,-0.001282415,-0.001276663
-0.001300752,-0.001300711,-0.00130107
-0.001324015,-0.001329374,-0.001331989
-0.001345867,-0.00134966,-0.001355027
-0.001364817,-0.001359321,-0.001370082
-0.00139383,-0.001374299,-0.001390431
-0.001432769,-0.0013978,-0.001415691
-0.001462951,-0.001413968,-0.001429712
-0.001477232,-0.001419149,-0.001431409
-0.001490933,-0.001431885,-0.00144221
-0.001513241,-0.001460992,-0.001472556
-0.001531899,-0.001489529,-0.001505164
-0.001535963,-0.001501533,-0.001521498
-0.00153406,-0.00150388,-0.001525235
-0.001539234,-0.001510322,-0.001528845
-0.001551282,-0.001521216,-0.001534067
-0.001560665,-0.001527448,-0.001533929
-0.001558066,-0.001521287,-0.001522142
-0.001534487,-0.001495618,-0.00149258
-0.001484092,-0.001444675,-0.001439792
-0.001413616,-0.001374763,-0.001368369
-0.00133193,-0.001297107,-0.001286696
-0.001236107,-0.001212793,-0.001195559
-0.001115768,-0.001110955,-0.001087913
-0.000976039,-0.000988762,-0.000964918
-0.000834686,-0.000854438,-0.000833971
-0.000697445,-0.000711231,-0.000693312
-0.000552186,-0.000552742,-0.000533198
-0.000390674,-0.00037802,-0.000354925
-0.000215123,-0.000193008,-0.00016965
-2.33E-05,3.03E-06,2.14E-05
0.000191279,0.000214994,0.000227036
0.00041601,0.000430591,0.000441504
0.00062064,0.000624462,0.000642246
0.000790472,0.000788802,0.000818126
0.000938446,0.000939224,0.000978162
0.001079564,0.001087243,0.00112903
0.001212319,0.001226134,0.001263486
0.001335857,0.001352544,0.001381376
0.001462496,0.001478777,0.00149996
0.00160115,0.001613998,0.001632787
0.001747261,0.001754235,0.001777018
0.001900086,0.001900938,0.001930511
0.002071832,0.002069142,0.002102223
0.002268184,0.002265446,0.002295563
0.002478336,0.00247753,0.002501353
0.002694961,0.002696264,0.002717152
0.002924804,0.002928217,0.002952889
0.003168828,0.003175317,0.0032072
0.003411045,0.003422006,0.003458408
0.003640331,0.00365622,0.003691863
0.003863416,0.00388297,0.003914853
0.004085022,0.004105677,0.004133629
0.004291291,0.004310347,0.004334295
0.004468054,0.004483735,0.004502711
0.00461731,0.00462929,0.004643085
0.004742409,0.004752046,0.004761699
0.004836815,0.004846967,0.004852995
0.004901429,0.004914809,0.00491691
0.004952311,0.004968801,0.004968442
0.004998066,0.005014241,0.005015363
0.005025887,0.005038918,0.005043728
0.005024651,0.005037004,0.005042298
0.005005463,0.005023724,0.00502448
0.004986115,0.005013427,0.005010417
0.004972805,0.005003105,0.005004439
0.004967533,0.004988977,0.005002838
0.004976725,0.004981643,0.005008398
0.004999858,0.004991533,0.005023277
0.005026574,0.005016987,0.005043347
0.005055821,0.005057225,0.005071381
0.005102332,0.005120039,0.005121389
0.005175543,0.005206918,0.005200224
0.005266843,0.005305862,0.005297851
0.005367753,0.005410089,0.00540556
0.005481858,0.005525828,0.005526026
0.0056107,0.005654503,0.005657985
0.005745973,0.005786177,0.005789946
0.005884937,0.005918981,0.005919343
0.006035554,0.006064541,0.006059291
0.006194488,0.006221406,0.006212706
0.006342301,0.006367163,0.00636138
0.006467236,0.006485691,0.00648905
0.006579815,0.006587959,0.00660241
0.006684134,0.006684164,0.006707613
0.006767293,0.00676655,0.006795871
0.00681465,0.006818101,0.0068506
0.006835651,0.006840286,0.006872617
0.006834157,0.006833041,0.006859946
0.006796803,0.006789488,0.006804596
0.006709715,0.006706845,0.006706183
0.006580529,0.00659575,0.00658177
0.006417474,0.006454789,0.006436479
0.006224346,0.006275252,0.006261997
0.005997544,0.006050368,0.00604411
0.005770569,0.00582034,0.005815125
0.00551033,0.005558644,0.005548655
0.005249178,0.005298056,0.005285259
0.004988617,0.0050373,0.005029573
0.004754226,0.004800137,0.00480269
0.004574108,0.004614322,0.004625491
0.004454087,0.004486478,0.004501479
0.004399704,0.004425366,0.004441689
0.004427041,0.004451233,0.004469071
0.004555457,0.004583445,0.004603038
0.00479587,0.00482729,0.004848761
